file_names,doc_title,url
VOL_0015_ISSUE_0002.pdf,"Notre Dame Alumnus Vol. 15, No. 02 -- November 1936",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0002.pdf
VOL_0015_ISSUE_0003.pdf,"Notre Dame Alumnus Vol. 15, No. 03 -- December 1936",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0003.pdf
VOL_0015_ISSUE_0004.pdf,"Notre Dame Alumnus Vol. 15, No. 04 -- January 1937",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0004.pdf
VOL_0015_ISSUE_0005.pdf,"Notre Dame Alumnus Vol. 15, No. 05 -- January 1937",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0005.pdf
VOL_0015_ISSUE_0006.pdf,"Notre Dame Alumnus Vol. 15, No. 06 -- February 1937",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0006.pdf
VOL_0015_ISSUE_0007.pdf,"Notre Dame Alumnus Vol. 15, No. 07 -- March 1937",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0007.pdf
VOL_0015_ISSUE_0008.pdf,"Notre Dame Alumnus Vol. 15, No. 08 -- April 1937",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0008.pdf
VOL_0015_ISSUE_0009.pdf,"Notre Dame Alumnus Vol. 15, No. 09 -- May 1937",http://www.archives.nd.edu/Alumnus/VOL_0015/VOL_0015_ISSUE_0009.pdf
VOL_0016_ISSUE_0001.pdf,"Notre Dame Alumnus Vol. 16, No. 01 -- October 1937",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0001.pdf
VOL_0016_ISSUE_0002.pdf,"Notre Dame Alumnus Vol. 16, No. 02 -- November 1937",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0002.pdf
VOL_0016_ISSUE_0003.pdf,"Notre Dame Alumnus Vol. 16, No. 03 -- December 1937 - January 1938",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0003.pdf
VOL_0016_ISSUE_0004.pdf,"Notre Dame Alumnus Vol. 16, No. 04 -- January-February 1938",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0004.pdf
VOL_0016_ISSUE_0005.pdf,"Notre Dame Alumnus Vol. 16, No. 05 -- March-April 1938",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0005.pdf
VOL_0016_ISSUE_0006.pdf,"Notre Dame Alumnus Vol. 16, No. 06 -- May 1938",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0006.pdf
VOL_0016_ISSUE_0007.pdf,"Notre Dame Alumnus Vol. 16, No. 07 -- June 1938",http://www.archives.nd.edu/Alumnus/VOL_0016/VOL_0016_ISSUE_0007.pdf
VOL_0017_ISSUE_0001.pdf,"Notre Dame Alumnus Vol. 17, No. 01 -- October 1938",http://www.archives.nd.edu/Alumnus/VOL_0017/VOL_0017_ISSUE_0001.pdf
VOL_0017_ISSUE_0002.pdf,"Notre Dame Alumnus Vol. 17, No. 02 -- November 1938",http://www.archives.nd.edu/Alumnus/VOL_0017/VOL_0017_ISSUE_0002.pdf
