file_name,title,url
Capstan-1943-01.pdf,Capstan - 1943 January,http://archives.nd.edu/Capstan/Capstan-1943-01.pdf
Capstan-1943-05.pdf,Capstan - 1943 May,http://archives.nd.edu/Capstan/Capstan-1943-05.pdf
Capstan-1943-09.pdf,Capstan - 1943 September,http://archives.nd.edu/Capstan/Capstan-1943-09.pdf
Capstan-1944-01.pdf,Capstan - 1944 January,http://archives.nd.edu/Capstan/Capstan-1944-01.pdf
Capstan-1944-05.pdf,Capstan - 1944 May,http://archives.nd.edu/Capstan/Capstan-1944-05.pdf
Capstan-1944-10.pdf,Capstan - 1944 October,http://archives.nd.edu/Capstan/Capstan-1944-10.pdf
Capstan-1945-03.pdf,Capstan - 1945 March,http://archives.nd.edu/Capstan/Capstan-1945-03.pdf
Capstan-1945-07.pdf,Capstan - 1945 July,http://archives.nd.edu/Capstan/Capstan-1945-07.pdf
Capstan-1945-11.pdf,Capstan - 1945 November,http://archives.nd.edu/Capstan/Capstan-1945-11.pdf
